"wavelength_nm","otc_arbunits","lamp_arbunits","absorbance"
189.247,-9.406,-13.744,0.1647082
189.587,-9.406,-13.744,0.1647082
189.926,-9.406,-13.744,0.1647082
190.266,-56.751635,-63.028941,0.04556163
190.606,-85.719144,-93.69498,0.0386385
190.945,-93.957912,-94.461707,0.002322433
191.285,-98.647599,-92.933022,-0.02591646
191.625,-93.375773,-96.88972,0.01604349
191.965,-93.80639,-88.287641,-0.02633251
192.304,-81.995733,-92.999047,0.05468725
192.644,-75.570506,-85.693031,0.05459317
192.984,-67.928727,-71.37447,0.02148942
193.323,-51.77635,-49.869725,-0.01629446
193.663,-38.514319,-38.795099,0.003154636
194.003,-26.81227,-30.7541,0.05956944
194.342,-7.24251,-6.933516,-0.01893558
194.682,19.137156,27.30083,0.1542984
195.022,46.937808,46.624641,-0.002907303
195.361,55.35394,69.118377,0.09644499
195.701,77.892178,80.733585,0.01556039
196.041,98.957204,104.777,0.02481853
196.38,126.96215,123.19092,-0.01309555
196.72,146.58313,137.25667,-0.02855051
197.06,162.97291,153.10706,-0.0271202
197.4,190.67082,174.69942,-0.03799278
197.739,211.7797,213.6918,0.003903538
198.079,263.42415,280.05963,0.02659492
198.419,390.17255,405.60381,0.01684531
198.758,431.36855,448.85096,0.01725368
199.098,448.24424,464.79204,0.01574396
199.438,467.91403,475.95003,0.007395287
199.777,489.55391,489.56445,9.355791e-06
200.117,506.46563,505.58567,-0.0007552234
200.457,520.64761,523.0003,0.001958053
200.796,538.06622,545.58404,0.006025933
201.136,544.3304,562.45169,0.01422264
201.476,553.40293,579.2546,0.01982804
201.815,577.25653,582.13253,0.003653017
202.155,587.52617,589.4535,0.001422335
202.495,596.98404,597.84909,0.000628854
202.835,609.1889,615.7643,0.004662524
203.174,614.42543,636.76263,0.01550839
203.514,613.48245,636.59739,0.0160627
203.854,626.54614,645.67728,0.01306244
204.193,627.46144,635.19572,0.005320524
204.533,636.54917,642.88559,0.004301733
204.873,648.83497,660.43234,0.007694088
205.212,651.51936,655.40831,0.002584618
205.552,652.73459,652.78481,3.341364e-05
205.892,648.96676,655.48614,0.00434106
206.231,640.89557,655.83008,0.01000406
206.571,649.73122,666.4608,0.01104088
206.911,663.55019,650.07726,-0.008908804
207.25,653.62454,659.56364,0.003928357
207.59,653.41365,669.39992,0.01049745
207.93,647.91876,666.24155,0.01211116
208.27,654.74299,657.18475,0.001616621
208.609,660.96704,654.5267,-0.004252438
208.949,658.14161,658.31122,0.0001119111
209.289,652.00705,658.91307,0.00457583
209.628,646.38662,653.72282,0.004901287
209.968,647.14969,655.7021,0.005701826
210.308,637.28628,651.9264,0.009864
210.647,639.13487,653.11262,0.009395561
210.987,649.66043,648.28915,-0.0009176625
211.327,646.16695,648.90941,0.001839332
211.666,646.58743,646.51549,-4.832071e-05
212.006,647.66897,639.2024,-0.005714691
212.346,633.38721,637.66271,0.002921729
212.685,624.29923,645.24679,0.01433305
213.025,627.90248,650.47604,0.0153391
213.365,620.42163,642.7219,0.01533616
213.705,622.97211,641.28058,0.01257949
214.044,620.77105,629.85233,0.006307288
214.384,617.02288,625.50138,0.005927001
214.724,620.83544,627.20847,0.004435415
215.063,619.64741,630.8159,0.007757994
215.403,607.18131,632.52454,0.01775898
215.743,612.37757,624.714,0.008661961
216.082,618.97293,624.87752,0.00412324
216.422,613.36126,631.50766,0.01266228
216.762,607.59431,623.72254,0.01137774
217.101,610.91153,626.60072,0.01101257
217.441,607.37275,631.9735,0.01724356
217.781,601.27848,630.0785,0.020319
218.121,606.13813,623.79279,0.01246874
218.46,616.17835,619.43685,0.002290602
218.8,609.53612,615.10557,0.003950216
219.14,617.49909,616.08585,-0.0009950832
219.479,607.29658,618.84071,0.008178038
219.819,615.67911,623.18337,0.00526144
220.159,602.8948,616.82071,0.00991741
220.498,603.69853,612.74657,0.006460765
220.838,604.76976,617.46753,0.009024062
221.178,603.98251,618.16241,0.01007823
221.517,608.13975,614.87882,0.004786146
221.857,603.73233,626.40932,0.01601378
222.197,603.45537,610.28749,0.004889314
222.536,614.23884,615.28678,0.0007403072
222.876,604.10348,623.05099,0.01341225
223.216,602.45466,623.44374,0.0148729
223.556,604.26434,618.51002,0.01011977
223.895,609.08484,621.40635,0.008697897
224.235,614.78984,633.48379,0.01300883
224.575,617.62608,636.95071,0.0133802
224.914,617.01428,621.08261,0.002854158
225.254,615.7,620.51357,0.003382129
225.594,619.11056,610.59039,-0.006018242
225.933,610.60257,632.99386,0.01564086
226.273,615.0282,640.82507,0.01784446
226.613,614.99674,639.82312,0.01718712
226.952,616.36822,644.21124,0.01918806
227.292,618.94506,643.51805,0.01690863
227.632,617.85897,634.80974,0.01175423
227.971,616.73402,636.90184,0.01397459
228.311,623.8584,648.01379,0.01649822
228.651,614.93711,628.73379,0.009636103
228.991,628.16481,619.9115,-0.005743912
229.33,617.98064,631.62874,0.009487017
229.67,618.38418,645.54842,0.01867045
230.01,620.27147,642.80788,0.01549939
230.349,619.61502,638.82359,0.01325901
230.689,622.99489,639.28705,0.01121142
231.029,629.52046,633.28844,0.002591708
231.368,625.84582,628.03461,0.001516223
231.708,628.89799,633.10187,0.002893386
232.048,630.12504,655.56599,0.01718968
232.387,632.10419,652.23508,0.01361548
232.727,627.51765,655.7571,0.01911706
233.067,626.86237,644.58459,0.01210772
233.406,632.46589,647.1005,0.009934628
233.746,637.17265,655.63424,0.0124045
234.086,638.15878,645.42461,0.00491677
234.426,638.68,634.07678,-0.003141468
234.765,627.71328,641.38394,0.00935676
235.105,638.99272,638.82555,-0.000113637
235.445,631.91563,618.03079,-0.009648987
235.784,620.57938,630.03827,0.00656959
236.124,626.92517,634.8238,0.005437493
236.464,642.5832,645.51422,0.001976447
236.803,643.56298,650.71231,0.004797967
237.143,635.48532,654.64201,0.01289835
237.483,641.25977,669.80382,0.01891363
237.822,643.67028,653.15202,0.006350815
238.162,628.2741,640.29913,0.008233754
238.502,639.82888,657.87688,0.01208078
238.841,636.67278,650.23781,0.009155933
239.181,632.80179,648.52187,0.01065693
239.521,632.95785,650.29363,0.01173471
239.861,638.94014,652.8357,0.00934372
240.2,638.73958,653.80966,0.0101275
240.54,632.52589,652.31165,0.01337683
240.88,638.68285,649.31988,0.007173448
241.219,635.10498,642.56599,0.005072217
241.559,639.32285,658.91047,0.01310618
241.899,643.07955,640.26773,-0.001903083
242.238,639.35949,644.99312,0.003809968
242.578,641.78067,638.56745,-0.002179852
242.918,646.07458,636.84987,-0.006245586
243.257,640.7664,647.76069,0.004714862
243.597,634.64203,657.66542,0.01547618
243.937,641.48686,655.30078,0.00925292
244.277,645.12546,653.36104,0.005509051
244.616,645.95913,663.44635,0.01160077
244.956,646.06337,650.6658,0.003082861
245.296,638.84141,655.73589,0.01133589
245.635,634.47694,652.53053,0.01218499
245.975,636.50459,648.35566,0.008011762
246.315,646.33659,648.43585,0.001408276
246.654,652.99815,656.41331,0.002265431
246.994,651.5672,668.72644,0.01128928
247.334,649.7959,673.01985,0.0152509
247.673,643.56423,663.18038,0.01303977
248.013,637.10416,659.36832,0.01491764
248.353,653.21705,653.81972,0.0004005013
248.692,648.50078,652.79917,0.002869087
249.032,650.84227,651.12473,0.0001884365
249.372,650.64407,647.78521,-0.001912448
249.712,650.11479,658.54235,0.005593657
250.051,650.68771,669.08275,0.01210722
250.391,648.74598,659.37029,0.007054692
250.731,645.8128,650.17253,0.002921972
251.07,647.08993,668.21277,0.01395013
251.41,638.19094,672.6431,0.02283406
251.75,645.66464,660.97107,0.01017545
252.089,648.30176,662.86556,0.009648255
252.429,651.81127,663.86522,0.007958054
252.769,649.87846,672.2548,0.01470177
253.108,648.08841,675.702,0.01812095
253.448,648.84211,670.57809,0.01431033
253.788,647.55602,666.28913,0.01238538
254.127,646.63519,662.73551,0.01068091
254.467,654.17,665.31092,0.007334032
254.807,650.55206,663.4548,0.008529284
255.147,657.28489,666.81482,0.006251595
255.486,645.76829,677.97226,0.02113521
255.826,644.82181,664.52444,0.01307124
256.166,649.46566,662.10929,0.008373492
256.505,654.80223,669.66713,0.00974883
256.845,660.85349,668.84711,0.005221671
257.185,663.04635,660.85927,-0.001434905
257.524,656.44288,659.69884,0.00214878
257.864,659.60676,674.17503,0.00948757
258.204,654.45572,680.46376,0.01692474
258.543,645.117,672.78104,0.01823525
258.883,650.59053,678.9807,0.01854969
259.223,655.53436,671.02118,0.01014077
259.562,656.38165,664.22955,0.005161766
259.902,657.42384,665.69406,0.005429235
260.242,658.39935,673.16781,0.009633946
260.582,657.59878,681.02217,0.01520025
260.921,659.54045,678.90667,0.01256864
261.261,658.63948,674.5207,0.01034752
261.601,656.65047,669.36966,0.008331759
261.94,651.9065,671.06375,0.01257847
262.28,655.65532,685.61374,0.01940392
262.62,655.33742,676.1146,0.01355535
262.959,658.26915,670.23224,0.007821812
263.299,658.08148,671.76722,0.008939142
263.639,654.84685,673.27226,0.01205098
263.978,654.65149,675.17852,0.01340846
264.318,651.4308,673.8747,0.01471087
264.658,652.80296,668.71955,0.01046191
264.997,649.66677,690.21092,0.02629117
265.337,660.56626,675.57832,0.009759319
265.677,662.56576,677.10984,0.009430138
266.017,670.39355,676.50673,0.003942292
266.356,664.30367,676.16513,0.007686115
266.696,656.11524,675.62941,0.01272842
267.036,649.92815,673.26808,0.01532268
267.375,644.40276,671.21323,0.01770311
267.715,653.79132,675.50161,0.01418724
268.055,659.38597,692.47641,0.02126528
268.394,658.24947,686.17821,0.0180464
268.734,654.08562,686.6835,0.02112201
269.074,660.74105,681.94839,0.01372022
269.413,665.91426,702.70498,0.02335472
269.753,657.49913,695.35621,0.02431216
270.093,660.18807,690.1949,0.01930407
270.433,667.1395,698.64629,0.0200407
270.772,662.70413,694.94255,0.02062923
271.112,661.69867,681.93756,0.01308435
271.452,664.66933,691.28631,0.01705232
271.791,662.88372,692.42668,0.01893644
272.131,657.35776,680.7237,0.01516908
272.471,660.43048,697.06258,0.02344466
272.81,664.2306,682.67688,0.01189631
273.15,664.65898,685.39928,0.01334477
273.49,665.99751,683.50786,0.01127091
273.829,666.14552,686.64806,0.01316508
274.169,662.67727,696.10137,0.02137041
274.509,662.03115,686.35186,0.01566839
274.848,669.09054,678.94268,0.006348223
275.188,664.75975,692.8424,0.01796975
275.528,670.04238,694.90764,0.01582481
275.868,663.8325,685.05078,0.01366425
276.207,652.70235,693.76654,0.02649818
276.547,657.23608,687.90955,0.01980994
276.887,660.86796,683.89414,0.01487418
277.226,657.92166,694.75935,0.02366022
277.566,653.55504,709.23173,0.03550599
277.906,657.13247,706.67252,0.03156528
278.245,669.11146,689.93172,0.01330764
278.585,660.66654,695.72231,0.02245362
278.925,660.21283,688.37041,0.01813823
279.264,656.81715,689.50995,0.02109605
279.604,668.47659,685.61503,0.01099412
279.944,667.14041,697.77328,0.01949709
280.283,670.0754,707.20541,0.0234219
280.623,668.81045,702.77501,0.02151326
280.963,669.15802,697.79462,0.01819893
281.303,673.66049,701.70091,0.01771096
281.642,669.90282,703.48097,0.02124055
281.982,662.03279,701.18139,0.02495088
282.322,661.98678,730.09613,0.04253073
282.661,666.34989,703.20731,0.02338104
283.001,668.61863,685.77966,0.01100613
283.341,670.97755,686.43019,0.009888382
283.68,671.59525,692.2643,0.01316432
284.02,668.52229,689.28399,0.0132823
284.36,666.05174,693.61774,0.01761223
284.699,666.49044,698.36543,0.0202888
285.039,665.38283,702.73445,0.02371966
285.379,660.55165,720.7675,0.03788842
285.718,661.72226,710.80181,0.03107278
286.058,665.56082,717.8848,0.03286701
286.398,669.92332,712.80125,0.02694336
286.738,664.20078,712.34382,0.03039028
287.077,662.91234,702.78043,0.02536355
287.417,666.45129,707.96342,0.02624241
287.757,662.95783,703.50124,0.02577896
288.096,665.78143,705.29652,0.02504007
288.436,670.16797,712.79842,0.02678306
288.776,667.62806,706.38628,0.02450768
289.115,675.7822,703.76376,0.01762015
289.455,678.15618,722.70362,0.02763051
289.795,667.35144,710.45324,0.0271809
290.134,660.77145,707.964,0.0299599
290.474,679.35583,714.65637,0.02199996
290.814,668.43909,728.40093,0.03730865
291.153,659.70304,731.65738,0.04495927
291.493,667.18412,728.97763,0.0384685
291.833,666.83812,721.31303,0.03410336
292.173,664.02765,715.37679,0.03234868
292.512,671.78906,716.93456,0.02824659
292.852,661.94358,718.52893,0.03562329
293.192,657.33435,729.3815,0.04516842
293.531,671.66578,732.46654,0.03763457
293.871,666.6169,725.89316,0.03699639
294.211,658.84777,724.70962,0.04137895
294.55,662.19344,729.52932,0.04205788
294.89,663.97898,713.93891,0.03150673
295.23,669.85307,725.55504,0.03469081
295.569,675.03658,742.29166,0.04124727
295.909,673.11328,746.71498,0.0450667
296.249,668.34334,747.16856,0.04841897
296.589,670.22742,725.88274,0.03464428
296.928,684.65753,729.4345,0.02751291
297.268,667.17689,724.82101,0.03598978
297.608,671.90884,752.47146,0.04917967
297.947,667.39163,739.55777,0.04459135
298.287,677.62539,746.27896,0.04191152
298.627,673.87356,734.94704,0.03767763
298.966,670.40871,740.63575,0.04326502
299.306,667.26724,758.71163,0.05577694
299.646,665.25294,765.68209,0.06106168
299.985,668.93541,758.57414,0.05461385
300.325,669.32582,746.31466,0.0472844
300.665,669.67774,748.90896,0.04856316
301.004,666.25068,756.2963,0.05505431
301.344,669.03558,750.76658,0.05005572
301.684,672.75739,762.93178,0.05462723
302.024,673.43357,745.22647,0.04399351
302.363,668.872,752.64298,0.051246
302.703,669.67786,764.10132,0.05728501
303.043,672.77689,761.71252,0.05392003
303.382,669.47137,755.33468,0.05240742
303.722,665.82445,755.9027,0.05510616
304.062,669.6438,759.26867,0.05455163
304.401,663.65938,764.29648,0.06131662
304.741,668.16911,779.03235,0.0666691
305.081,676.09031,777.5695,0.06073451
305.42,670.02279,769.31612,0.06001526
305.76,667.40476,774.58964,0.06468238
306.1,666.52028,770.3007,0.06284692
306.439,666.10115,773.37781,0.06485152
306.779,666.25061,776.99146,0.06677863
307.119,669.33622,782.56328,0.06787514
307.459,671.56538,791.82035,0.07153836
307.798,669.06347,793.0276,0.07382099
308.138,668.69132,785.84352,0.07011039
308.478,664.49691,785.97318,0.07291476
308.817,663.66108,794.54209,0.07817056
309.157,669.19598,801.7642,0.07849334
309.497,663.14914,796.89818,0.07979163
309.836,671.41628,796.55719,0.07422509
310.176,666.40296,805.57026,0.08236651
310.516,666.75595,814.50916,0.08692908
310.855,667.72493,818.18571,0.0882543
311.195,664.84786,812.89313,0.08731118
311.535,662.79948,808.27008,0.08617434
311.874,658.48674,817.4504,0.09391438
312.214,662.384,814.41388,0.08973533
312.554,664.27318,802.59333,0.08214883
312.894,668.66965,800.60268,0.07820543
313.233,671.13363,813.86768,0.0837448
313.573,672.72452,826.77773,0.08955151
313.913,669.98937,826.64055,0.09124879
314.252,667.59277,816.29073,0.08733324
314.592,666.78557,825.85756,0.09291896
314.932,665.25614,842.52686,0.1025949
315.271,667.36742,852.26891,0.1062116
315.611,675.41205,862.06845,0.1059729
315.951,676.95633,862.66828,0.1052832
316.29,669.62453,864.12122,0.1107433
316.63,666.91764,863.87041,0.1123764
316.97,657.78482,861.87989,0.1173629
317.309,661.46491,858.23095,0.1130974
317.649,660.53178,857.45074,0.1133155
317.989,658.95502,864.28479,0.1178011
318.329,666.23432,871.16579,0.1164738
318.668,660.30337,875.22787,0.1223776
319.008,655.44398,888.99928,0.1323658
319.348,665.56091,898.37758,0.1302711
319.687,669.00544,891.82561,0.1248503
320.027,664.12962,910.33691,0.1369493
320.367,663.93953,912.9095,0.1382992
320.706,663.39016,902.69886,0.1337739
321.046,666.29689,903.85068,0.1324289
321.386,673.5502,907.31574,0.1293885
321.725,664.15796,923.76738,0.1432912
322.065,664.41372,924.02791,0.1432465
322.405,674.3387,924.69549,0.1371207
322.745,672.01257,925.28935,0.1389002
323.084,667.18475,929.17458,0.1438512
323.424,668.72247,941.33303,0.1484974
323.764,664.06647,951.47184,0.1561844
324.103,663.55801,950.33361,0.1559972
324.443,667.44023,942.26814,0.1497621
324.783,658.99639,955.79899,0.1614835
325.122,667.41699,987.04848,0.1699412
325.462,662.01966,958.19321,0.1605822
325.802,660.82796,959.11184,0.1617808
326.141,657.17848,971.32937,0.1696832
326.481,662.98391,972.75007,0.1664983
326.821,662.0519,973.34513,0.1673748
327.16,654.28275,981.86273,0.1762853
327.5,650.68749,982.2383,0.1788444
327.84,650.38699,975.67349,0.1761327
328.18,652.05492,989.90131,0.1813077
328.519,650.0818,977.42495,0.1771154
328.859,653.00422,998.30549,0.1843475
329.199,659.43015,994.4257,0.1784035
329.538,661.05305,1012.787,0.1852818
329.878,656.53362,1008.4063,0.1863786
330.218,650.96642,1003.3658,0.1879007
330.557,655.14273,1018.8572,0.1917774
330.897,667.05364,1037.8109,0.1919575
331.237,671.25128,1053.6552,0.1958134
331.576,674.04214,1060.8843,0.196981
331.916,678.64864,1063.802,0.1952158
332.256,666.69136,1076.7903,0.2082063
332.595,667.34716,1061.7258,0.2016605
332.935,664.16245,1050.4606,0.1991054
333.275,660.606,1055.6065,0.2035596
333.615,654.23912,1066.9035,0.2123886
333.954,660.58672,1089.6861,0.2173716
334.294,661.37987,1086.1939,0.2154564
334.634,657.05155,1084.7256,0.2177205
334.973,657.57219,1086.7577,0.2181893
335.313,655.52655,1092.2211,0.2217203
335.653,649.85713,1094.7886,0.2265124
335.992,647.38332,1093.2447,0.2275559
336.332,650.14038,1101.2063,0.2288615
336.672,660.27106,1115.3922,0.2277053
337.011,665.977,1108.2696,0.2211862
337.351,655.98868,1109.0211,0.2280435
337.691,653.42031,1114.6807,0.2319579
338.03,653.68983,1111.1034,0.2303828
338.37,652.49496,1083.1467,0.2201101
338.71,656.6638,1101.9774,0.2248296
339.05,656.9295,1108.6489,0.2272753
339.389,655.4707,1124.6887,0.234479
339.729,658.47988,1140.7497,0.2386479
340.069,658.34913,1153.2817,0.2434791
340.408,653.11127,1174.4416,0.2548442
340.748,654.2605,1180.4601,0.2563006
341.088,652.14517,1177.8678,0.2567523
341.427,656.09925,1184.0076,0.2563849
341.767,657.13645,1210.5171,0.2653154
342.107,662.20446,1208.9466,0.261415
342.446,660.65302,1237.143,0.2724465
342.786,653.94082,1235.0176,0.2761347
343.126,652.80066,1246.3589,0.2808625
343.465,662.27973,1262.3878,0.2801513
343.805,660.14618,1275.7621,0.2861296
344.145,654.10433,1284.2377,0.2929984
344.485,655.39331,1297.0426,0.2964522
344.824,654.89987,1313.1081,0.3021256
345.164,651.2789,1308.1463,0.3028893
345.504,647.90751,1295.0515,0.300774
345.843,653.02885,1308.9108,0.3019777
346.183,655.39375,1316.779,0.3030106
346.523,657.68808,1313.555,0.3004283
346.862,654.52282,1308.269,0.3007723
347.202,654.90829,1330.1924,0.307734
347.542,653.46207,1323.7411,0.3065827
347.881,655.39147,1326.3641,0.306162
348.221,659.43474,1341.6413,0.3084646
348.561,657.58929,1358.1335,0.3149877
348.901,654.88189,1370.7427,0.320793
349.24,658.06019,1384.0254,0.3228785
349.58,655.70101,1402.0959,0.3300719
349.92,646.05827,1407.0377,0.338034
350.259,650.65827,1423.6911,0.3400628
350.599,639.3111,1419.7635,0.3465038
350.939,653.15101,1439.3081,0.3431402
351.278,656.63159,1451.2886,0.344432
351.618,657.07554,1451.8614,0.3443099
351.958,646.00027,1469.523,0.3569437
352.297,650.8443,1480.9712,0.3570695
352.637,649.82719,1478.9896,0.3571672
352.977,648.43316,1483.6001,0.3594516
353.316,650.59712,1493.6936,0.3609494
353.656,647.10822,1502.4304,0.3658174
353.996,646.96428,1511.774,0.3686066
354.336,654.93663,1509.3719,0.362597
354.675,662.04809,1539.5809,0.366513
355.015,650.76292,1540.0056,0.3740995
355.355,655.75304,1570.2221,0.3792208
355.694,654.46986,1588.9117,0.3852101
356.034,652.26116,1609.0081,0.3921367
356.374,651.75072,1611.0806,0.3930358
356.713,644.67484,1620.8323,0.4003973
357.053,647.56125,1632.9657,0.4016962
357.393,651.34452,1655.7985,0.4051967
357.732,648.25174,1656.4685,0.4074395
358.072,646.45268,1657.0301,0.4087937
358.412,647.13279,1696.4575,0.4185496
358.751,645.00604,1713.1828,0.4242399
359.091,649.96216,1717.8156,0.4220885
359.431,646.68066,1722.7195,0.4255247
359.771,642.59803,1744.9181,0.4338357
360.11,651.43116,1739.9861,0.4266773
360.45,653.65303,1766.5083,0.4317684
360.79,650.20651,1774.5092,0.436027
361.129,648.44638,1782.204,0.4390833
361.469,645.47753,1795.5047,0.4443054
361.809,643.95655,1812.9088,0.4495194
362.148,646.97049,1827.053,0.4508667
362.488,648.99099,1840.1268,0.4526091
362.828,650.22615,1860.2363,0.4565037
363.167,654.51538,1880.2005,0.4582843
363.507,654.08071,1891.6878,0.4612181
363.847,652.91161,1919.0394,0.4682295
364.186,649.01354,1936.1846,0.474693
364.526,650.37498,1937.6526,0.4741121
364.866,647.82082,1954.9266,0.4796756
365.206,644.90282,1986.2832,0.4885469
365.545,648.84872,1998.0433,0.4884615
365.885,651.99393,2019.5343,0.4910077
366.225,652.81224,2047.4179,0.4964182
366.564,649.54115,2069.5722,0.5032739
366.904,646.40479,2059.7578,0.5033116
367.244,646.45947,2059.9549,0.5033164
367.583,644.92189,2091.3285,0.5109151
367.923,640.77062,2112.3599,0.5180653
368.263,642.53699,2124.7257,0.5194047
368.602,645.08911,2126.26,0.5179966
368.942,635.80398,2166.3128,0.5323979
369.282,641.48476,2167.0553,0.5286836
369.622,650.41282,2192.3783,0.5277264
369.961,647.97609,2204.1815,0.5316884
370.301,650.65106,2220.4255,0.5330881
370.641,645.513,2250.6686,0.5424066
370.98,641.20739,2274.6286,0.549912
371.32,640.42818,2293.7196,0.5540699
371.66,641.88119,2329.3562,0.5597813
371.999,641.63663,2353.8551,0.5644906
372.339,638.0922,2354.075,0.5669369
372.679,634.45491,2367.2194,0.5718377
373.018,633.68872,2393.8614,0.577223
373.358,637.35355,2400.4377,0.57591
373.698,648.31651,2432.1816,0.5742089
374.037,650.27721,2428.0931,0.5721668
374.377,645.04446,2454.4733,0.5803687
374.717,651.82724,2475.7173,0.5795685
375.057,645.92515,2481.6794,0.5845635
375.396,644.63878,2537.2679,0.5950499
375.736,644.9164,2536.8787,0.5947963
376.076,638.44213,2548.8468,0.6012222
376.415,644.40297,2595.6122,0.6050823
376.755,651.19406,2612.8378,0.603402
377.095,650.53314,2626.4733,0.6061036
377.434,646.67203,2661.4576,0.6144355
377.774,641.53428,2665.7094,0.6185929
378.114,643.37781,2661.8095,0.6167109
378.453,639.73685,2685.8209,0.6230757
378.793,635.87646,2736.3698,0.633802
379.133,648.90435,2750.0054,0.6271529
379.472,640.12409,2783.7466,0.6383655
379.812,641.20686,2765.239,0.6347345
380.152,636.75676,2804.1218,0.6438233
380.492,636.70239,2830.6874,0.6479554
380.831,639.08141,2842.4365,0.6481346
381.171,640.95733,2853.1909,0.6485017
381.511,641.65141,2887.3653,0.6532026
381.85,642.40254,2920.5702,0.6576604
382.19,646.48822,2940.8693,0.6579151
382.53,650.79818,2962.3826,0.6581948
382.869,649.49334,2988.5463,0.6628853
383.209,647.49499,3014.5147,0.667981
383.549,648.14546,3025.0544,0.6690607
383.888,644.94121,3068.8683,0.6774581
384.228,638.4626,3058.9257,0.6804335
384.568,650.4119,3106.8677,0.6791343
384.907,649.31363,3099.4939,0.6788363
385.247,638.9116,3156.591,0.6937775
385.587,643.17708,3146.85,0.6895455
385.927,643.99841,3180.3802,0.6935943
386.266,638.91775,3224.6073,0.7030319
386.606,646.85102,3226.3062,0.6979013
386.946,650.65489,3253.1041,0.6989473
387.285,648.16221,3292.8897,0.7058935
387.625,643.8464,3321.1483,0.712506
387.965,639.91586,3348.0491,0.7186689
388.304,648.70626,3342.7328,0.7120536
388.644,645.63037,3369.2183,0.7175452
388.984,640.7908,3398.4433,0.7245638
389.323,645.11531,3449.6497,0.7281377
389.663,653.71554,3440.3541,0.7212143
390.003,653.10541,3466.4381,0.7249002
390.342,638.74444,3504.6351,0.7393157
390.682,647.19066,3536.7933,0.7375774
391.022,648.49636,3539.3566,0.7370168
391.362,648.13562,3586.9649,0.7430612
391.701,652.36567,3582.5928,0.7397063
392.041,659.28417,3595.3651,0.7366703
392.381,665.00342,3623.697,0.736328
392.72,666.46441,3637.9377,0.7370783
393.06,671.84005,3675.528,0.7380538
393.4,684.58447,3715.3509,0.7345728
393.739,694.22945,3711.7891,0.7280803
394.079,713.94109,3735.852,0.7187273
394.419,726.78611,3739.0442,0.711354
394.758,737.86762,3801.9869,0.7120322
395.098,749.51399,3812.1119,0.7063859
395.438,771.05394,3820.2845,0.6950109
395.778,808.56459,3871.358,0.6801486
396.117,830.08233,3870.2153,0.668614
396.457,868.84464,3885.9621,0.6505564
396.797,904.19641,3909.6452,0.6358746
397.136,938.59852,3949.3515,0.6240459
397.476,978.94696,4000.7244,0.6113795
397.816,1021.8068,3994.9937,0.5921473
398.155,1073.8494,3999.3304,0.5710439
398.495,1126.673,4046.3641,0.5552671
398.835,1174.5526,4078.1578,0.5405915
399.174,1242.4857,4135.2155,0.5222067
399.514,1309.2822,4145.0023,0.5004915
399.854,1366.5077,4163.5549,0.4838522
400.193,1437.3532,4192.6846,0.4649287
400.533,1507.5812,4242.6317,0.4493546
400.873,1580.2984,4229.334,0.4275329
401.213,1665.6458,4279.7928,0.4098401
401.552,1730.4377,4319.227,0.39725
401.892,1808.4041,4369.2932,0.3831157
402.232,1899.6105,4384.9188,0.363297
402.571,1984.9071,4406.1794,0.346322
402.911,2060.9187,4436.3906,0.3329689
403.251,2151.603,4489.644,0.3194498
403.59,2247.084,4539.4429,0.3053832
403.93,2311.2238,4540.6905,0.2932799
404.27,2381.7525,4552.076,0.2813129
404.609,2486.6531,4614.1454,0.2684761
404.949,2549.8972,4624.2232,0.2585161
405.289,2635.3299,4648.3547,0.2464643
405.628,2736.1823,4727.7143,0.2375062
405.968,2829.4316,4770.887,0.2268999
406.308,2913.8966,4822.8057,0.2188256
406.648,2995.5222,4857.0963,0.2099042
406.987,3042.4899,4844.7827,0.2020451
407.327,3141.1209,4884.4645,0.1917323
407.667,3211.2375,4914.2941,0.1847887
408.006,3313.2739,4950.7068,0.1744099
408.346,3399.8076,4998.5506,0.1673898
408.686,3486.0256,5081.1736,0.1636335
409.025,3556.8597,5107.0947,0.1571072
409.365,3624.346,5113.1269,0.1494569
409.705,3711.7415,5171.4394,0.1440337
410.044,3775.8639,5214.3506,0.1401839
410.384,3831.7586,5244.281,0.1362878
410.724,3938.8741,5324.3834,0.1308972
411.063,3954.7303,5293.6422,0.1266377
411.403,4009.5071,5312.1049,0.1221757
411.743,4142.3432,5433.266,0.1178149
412.083,4182.04,5397.5558,0.110809
412.422,4239.0211,5475.4206,0.1111519
412.762,4304.4915,5475.6092,0.1045106
413.102,4349.1235,5557.7902,0.1065004
413.441,4407.1311,5556.108,0.1006147
413.781,4525.7153,5683.1502,0.0989019
414.121,4561.537,5709.5948,0.09749409
414.46,4634.0144,5712.119,0.09083987
414.8,4706.6837,5757.4819,0.08751756
415.14,4747.877,5791.8623,0.08631877
415.479,4803.1986,5828.8628,0.08405329
415.819,4881.1833,5879.496,0.08081498
416.159,4935.8144,5911.2309,0.0783191
416.498,4960.6176,5946.7796,0.07874609
416.838,5021.5993,5989.0009,0.07651233
417.178,5100.5188,6044.7616,0.07376483
417.518,5199.4224,6140.2008,0.07222747
417.857,5239.4392,6159.0167,0.07022658
418.197,5285.4163,6186.6206,0.06837429
418.537,5359.7011,6214.6075,0.06427314
418.876,5358.2663,6256.6779,0.0673195
419.216,5416.4745,6300.6158,0.06566629
419.556,5519.2361,6394.9861,0.06396063
419.895,5553.294,6420.4695,0.06301612
420.235,5602.8654,6470.3511,0.06251766
420.575,5618.051,6486.7851,0.06244383
